"title","is_cancer"
"""Clickable"" polymer-caged nanobins as a modular drug delivery platform.",false
"Randomized phase II trial of first-line treatment with sorafenib versus interferon Alfa-2a in patients with metastatic renal cell carcinoma.",true
"Reply of the Authors: Cellular senescence in usual type uterine leiomyoma.",true
"Lapatinib plus capecitabine versus capecitabine alone for HER2+ (ErbB2+) metastatic breast cancer: quality-of-life assessment.",true
"Ultrahigh power factor and thermoelectric performance in hole-doped single-crystal SnSe.",true
"ORIGINS AND CONSEQUENCES OF SERPENTINE ENDEMISM IN THE CALIFORNIA FLORA.",false
"A randomized phase III trial in advanced endometrial carcinoma of surgery and volume directed radiation followed by cisplatin and doxorubicin with or without paclitaxel: A Gynecologic Oncology Group study.",true
"Case-control comparison of quality of life in long-term ovarian germ cell tumor survivors: a gynecologic oncology group study.",true
"Severity assessments used for inclusion criteria and baseline severity evaluation in atopic dermatitis clinical trials: a systematic review.",true
"Treatment-emergent endocrine symptoms and the risk of breast cancer recurrence: a retrospective analysis of the ATAC trial.",true
"The Queensland Cancer Risk Study: general population norms for the Functional Assessment of Cancer Therapy-General (FACT-G).",true
"Controlled n-Type Doping of Carbon Nanotube Transistors by an Organorhodium Dimer.",true
"Joint moment contributions to swing knee extension acceleration during gait in individuals with spastic diplegic cerebral palsy.",false
"Reliability across studies from the functional assessment of cancer therapy-general (FACT-G) and its subscales: a reliability generalization.",true
"Comfort over Pain in Pregnancy.",true
"Health-related quality of life impact of bevacizumab when combined with irinotecan, 5-fluorouracil, and leucovorin or 5-fluorouracil and leucovorin for metastatic colorectal cancer.",true
"Oral health status and access-to-care concerns of Suffolk County Head Start children.",false
"Seizure and Altered Mental Status in a 12-Year-Old Child With Shigella sonnei Gastroenteritis.",false
"A qualitative study of quality of life after stroke: the importance of social relationships.",false
"The prognostic significance of patient-reported outcomes in pancreatic cancer cachexia.",true
"Localized description of surface energy gap effects in the resonant charge exchange between atoms and surfaces.",false
"NSG Mice Provide a Better Spontaneous Model of Breast Cancer Metastasis than Athymic (Nude) Mice.",true
"Health-related quality of life of immune thrombocytopenic purpura patients: results from a web-based survey.",false
"Multiplexed sensing based on Brownian relaxation of magnetic nanoparticles using a compact AC susceptometer.",false
"Quality of life in patients with metastatic renal cell carcinoma treated with sunitinib or interferon alfa: results from a phase III randomized trial.",true
"Quality of life evaluation in sarcoidosis: current status and future directions.",false
"Graphene oxide papers modified by divalent ions-enhancing mechanical properties via chemical cross-linking.",false
"COMPARATIVE EVIDENCE FOR THE CORRELATED EVOLUTION OF POLYPLOIDY AND SELF-COMPATIBILITY IN SOLANACEAE.",false
"Improving health-related quality of life in non-small-cell lung cancer with current treatment options.",false
"Estimating clinically meaningful changes for the Functional Assessment of Cancer Therapy--Prostate: results from a clinical trial of patients with metastatic hormone-refractory prostate cancer.",true
"Development of a fatigue and functional impact scale in anemic cancer patients receiving chemotherapy.",true
"Kaposi sarcoma involving the gastrointestinal tract.",false
"68Ga-PSMA PET/CT: Joint EANM and SNMMI procedure guideline for prostate cancer imaging: version 1.0.",true
"[Free superficial iliac circumflex artery skin flap: the clinical application and management of donor site defects].",true
"Cancer- and chemotherapy-induced anemia.",true
"The Lived Experience of Diverse Elders With Chronic Wounds",false
"Racial/Ethnic differences in the health-related quality of life of cancer patients.",true
"Fatigue is the most important symptom for advanced cancer patients who have had chemotherapy.",true
"Quantitative Evaluation of Atlas-based Attenuation Correction for Brain PET in an Integrated Time-of-Flight PET/MR Imaging System.",true
"Tenascin-C drives persistence of organ fibrosis.",true
"Intratumoural chemotherapy of lung cancer for diagnosis and treatment of draining lymph node metastasis.",false
"Quality of life assessment in renal transplant: review and future directions.",true
"Validation of FACT/GOG-AD subscale for ovarian cancer-related abdominal discomfort: a Gynecologic Oncology Group study.",true
"Predictors of discontinuing overactive bladder medications.",false
"Bilateral Superior Cerebellar Artery Embolic Occlusion with a Fetal-Type Posterior Cerebral Artery Providing Collateral Circulation.",true
"The influence of personality factors on disease progression and health-related quality of life in people with ALS.",false
"A descriptive study of complications of gastrostomy tubes in children.",false
"Prospective assessment of the reliability, validity, and sensitivity to change of the Functional Assessment of Cancer Therapy-Melanoma questionnaire.",true
"Diagnostic performance of computed tomography for parathyroid adenoma localization; a systematic review and meta-analysis.",true
"Species selection maintains self-incompatibility.",false
"Factors affecting enrollment in literacy studies for English- and Spanish-speaking cancer patients.",true
"DNA at aqueous/solid interfaces: chirality-based detection via second harmonic generation activity.",true
"High-molecular weight iron dextran: a wolf in sheep's clothing?",false
"Joint moment contributions to swing knee extension acceleration during gait in children with spastic hemiplegic cerebral palsy.",false
"Treatment modalities for self-injurious behaviors observed in the special-needs patient: 2 case reports.",false
"Incidental Detection of Head and Neck Squamous Cell Carcinoma on 68Ga-PSMA-11 PET/CT.",true
"Comparability of interview- and self-administration of the Functional Assessment of Cancer Therapy-General (FACT-G) in English- and Spanish-speaking ambulatory cancer patients.",true
"Complete antrioventricular block due to Lyme reinfection in a six year-old boy.",false
"Prevalence of poor performance status in lung cancer patients: implications for research.",true
"Substrate encapsulation: an efficient strategy for the RCM synthesis of unsaturated epsilon-lactones.",false
"Relationship between symptom change, objective tumor measurements, and performance status during chemotherapy for advanced lung cancer.",false
"[Clostridium difficile associated diarrhea (CDAD)--hard to crack]",false
"Monocyte chemotactic protein-3 is a myocardial mesenchymal stem cell homing factor.",false
"Impact of chronic Immune Thrombocytopenic Purpura (ITP) on health-related quality of life: a conceptual model starting with the patient perspective.",false
"Mechanisms underlying the effects of ultralow doses of antibodies to granulocytic colony-stimulating factor on recovery of damaged pancreatic tissue in experimental diabetes mellitus.",false
"Symptoms and treatment burden associated with cancer treatment: results from a cross-sectional national survey in the U.S.",true
"Electrogenic tuning of the axon initial segment.",false
"Expression of mucins, SIMA, villin, and CDX2 in small-intestinal adenocarcinoma.",false
"18F Fluorocholine PET/MR Imaging in Patients with Primary Hyperparathyroidism and Inconclusive Conventional Imaging: A Prospective Pilot Study.",true
"Longitudinal Characterization of Herpes Simplex Virus (HSV) Isolates Acquired From Different Sites in an Immune-Compromised Child: A New HSV Thymidine Kinase Mutation Associated With Resistance.",true
"Using focus groups to inform the Neuro-QOL measurement tool: exploring patient-centered, health-related quality of life concepts across neurological conditions.",false
"Recommended methods for determining responsiveness and minimally important differences for patient-reported outcomes.",false
"Technical Note: Fast respiratory motion estimation using sorted singles without unlist processing: A feasibility study.",true
"Y90 Radioembolization of Colorectal Hepatic Metastases using Glass Microspheres: Safety and Survival Outcomes from a 531-Patient Multicenter Study.",true
"Paclitaxel plus bevacizumab versus paclitaxel alone for metastatic breast cancer.",true
"Change in Liver Imaging Reporting and Data System Characterization of Focal Liver Lesions Using Gadoxetate Disodium Magnetic Resonance Imaging Compared With Contrast-Enhanced Computed Tomography.",true
"Neuropsychological assessment in traumatic brain injury.",false
"Estimation of minimally important differences in EQ-5D utility and VAS scores in cancer.",true
"Synaptic amplification by dendritic spines enhances input cooperativity.",true
"Flecainide for the treatment of chronic neuropathic pain: a Phase II trial.",false
"Importance of appropriate empirical antibiotic therapy for methicillin-resistant Staphylococcus aureus bacteraemia.",false
"Covalent surface modification of a metal-organic framework: selective surface engineering via Cu(I)-catalyzed Huisgen cycloaddition.",false
"Interpreting the clinical importance of treatment outcomes in chronic pain clinical trials: IMMPACT recommendations.",false
"Multi-responsive, tough and reversible hydrogels with tunable swelling property.",true
"Multiple arterial phase MRI of arterial hypervascular hepatic lesions: improved arterial phase capture and lesion enhancement.",true
"Cooperative melting in caged dimers of rigid small molecule-DNA hybrids.",true
"Simultaneous assessment of motor and language areas with a single functional MR imaging paradigm: feasibility.",true
"A model for diagnosis of pulmonary infections in solid-organ transplant recipients.",false
"SNMMI Comment on the 2016 Society of Surgical Oncology ""Choosing Wisely"" Recommendation on the Use of PET/CT in Colorectal Cancer.",true
"Cosmetic outcomes following head and neck melanoma reconstruction: The patient's perspective.",true
"Patient-reported outcome instrument selection: designing a measurement strategy.",false
"Imaging Response to Androgen Receptor Inhibition Using 68Ga-PSMA-11 PET: First Human Experience.",true
"HLA-identical sibling allogeneic transplants versus chemotherapy in acute myelogenous leukemia with t(8;21) in first complete remission: collaborative study between the German AML Intergroup and CIBMTR.",false
"Co-trimoxazole versus vancomycin for the treatment of methicillin-resistant Staphylococcus aureus bacteraemia: a retrospective cohort study.",false
"Standardizing patient-reported outcomes assessment in cancer clinical trials: a patient-reported outcomes measurement information system initiative.",true
"Patient-reported outcomes in phase II cancer clinical trials: lessons learned and future directions.",true
"A 22-year-old woman with abdominal pain.",false
"Issues and challenges with integrating patient-reported outcomes in clinical trials supported by the National Cancer Institute-sponsored clinical trials networks.",true
"Effectiveness and safety of colistin: prospective comparative cohort study.",false
"Use of a single-item screening tool to detect clinically significant fatigue, pain, distress, and anorexia in ambulatory cancer practice.",true
"Use of epoetin and darbepoetin in patients with cancer: 2007 American Society of Clinical Oncology/American Society of Hematology clinical practice guideline update.",true
"Role of mesenchymal precursor cells in the stimulation of wound healing under the effect of ultralow doses of antibodies to granulocytic colony-stimulating factor.",false
"Use of epoetin and darbepoetin in patients with cancer: 2007 American Society of Hematology/American Society of Clinical Oncology clinical practice guideline update.",true
"Expression of the C-C chemokine receptor 7 mediates metastasis of breast cancer to the lymph nodes in mice.",true
"Should health-related quality of life be measured in cancer symptom management clinical trials? Lessons learned using the functional assessment of cancer therapy.",true
"Imaging prediction of residual hepatocellular carcinoma after locoregional therapy in patients undergoing liver transplantation or partial hepatectomy.",true
"An innovative symptom monitoring tool for people with advanced lung cancer: a pilot demonstration.",false
"Corrigendum: Oxidant stress evoked by pacemaking in dopaminergic neurons is attenuated by DJ-1.",true
"Identifying important outcome domains for chronic pain clinical trials: an IMMPACT survey of people with pain.",false
"Effectiveness of outreach to patients with diabetes who have fallen out of regular care at a federally qualified health center.",true
"A randomized validation study comparing embedded versus extracted FACT Head and Neck Symptom Index scores.",false
"Sharp melting transitions in DNA hybrids without aggregate dissolution: proof of neighboring-duplex cooperativity.",true
"Precision of health-related quality-of-life data compared with other clinical measures.",false
"Recognition and management of treatment-related side effects for breast cancer patients receiving adjuvant endocrine therapy.",true
"Symptom measurement in the Breast Cancer Prevention Trial (BCPT) (P-1): psychometric properties of a new measure of symptoms for midlife women.",true
"Conducting routine fatigue assessments for use in clinical oncology practice: patient and provider perspectives.",true
"Evaluating equivalency between response systems: application of the Rasch model to a 3-level and 5-level EQ-5D.",false
"Performance of magnetic resonance imaging in the evaluation of first-time and reoperative primary hyperparathyroidism.",true
"Identification and characterization of diverse groups of endogenous retroviruses in felids.",true
"Chronic anemia and fatigue in elderly patients: results of a randomized, double-blind, placebo-controlled, crossover exploratory study with epoetin alfa.",false
"Concurrent Covalent and Supramolecular Polymerization.",true
"Development and validation of a scale to measure disease-related symptoms of kidney cancer.",false
"Expression of Inhibin/Activin Proteins and Receptors in the Human Hypothalamus and Basal Forebrain.",false
"Estimation of patient preference-based utility weights from the functional assessment of cancer therapy - general.",true
"COX2 regulation of breast cancer bone metastasis.",true
"Transient washout of hepatic hemangiomas: Potential pitfall mimicking malignancy.",true
"PARTAKE survey of public knowledge and perceptions of clinical research in India.",true
"Measuring health-related quality of life and neutropenia-specific concerns among older adults undergoing chemotherapy: validation of the Functional Assessment of Cancer Therapy-Neutropenia (FACT-N).",true
"Surgical Strategy for Lung Transplantation in Adults With Small Chests: Lobar Transplant Versus a Pediatric Donor.",true
"Longitudinal screening and management of fatigue, pain, and emotional distress associated with cancer therapy.",true
"Measuring fatigue for children with cancer: development and validation of the pediatric Functional Assessment of Chronic Illness Therapy-Fatigue (pedsFACIT-F).",true
"Reproductive and sexual function after platinum-based chemotherapy in long-term ovarian germ cell tumor survivors: a Gynecologic Oncology Group Study.",true
"Dynamic Display of Bioactivity through Host-Guest Chemistry.",true
"Childhood Atopic Dermatitis Impact Scale: reliability, discriminative and concurrent validity, and responsiveness.",true
"Symptom burden among patients with renal cell carcinoma (RCC): content for a symptom index.",true
"Rate of observation and inter-observer agreement for LI-RADS major features at CT and MRI in 184 pathology proven hepatocellular carcinomas.",true
"Do breast cancer treatment and imaging providers follow hereditary breast and ovarian cancer risk screening guidelines?",true
"Does insurance mix impact utilization of published care practices and guidelines among breast imaging sites?",true
"A comparison of three sets of criteria for determining the presence of differential item functioning using ordinal logistic regression.",true
"SVEP1 plays a crucial role in epidermal differentiation.",true
"Hybrid, Gate-Tunable, van der Waals p-n Heterojunctions from Pentacene and MoS.",true
"Inkjet Printed Circuits on Flexible and Rigid Substrates Based on Ambipolar Carbon Nanotubes with High Operational Stability.",true
"Effects of sorafenib on symptoms and quality of life: results from a large randomized placebo-controlled study in renal cancer.",true
"Do hospitals in a large metropolitan area utilize published breast cancer care practices and guidelines?",true
"Cognitive impairment and potential biological and psychological correlates of neuropsychological performance in recently orchiectomized testicular cancer patients.",true
"Design and development of a dust dispersion chamber to quantify the dispersibility of rock dust.",true
"Measuring outcomes in randomized prospective trials in palliative care.",true
"Congenital vivax malaria: rare or underdiagnosed infection.",true
"Second transplant for acute and chronic leukemia relapsing after first HLA-identical sibling transplant.",false
"Comparison of Diffusion-Weighted Imaging and T2-Weighted Single Shot Fast Spin-Echo: Implications for LI-RADS Characterization of Hepatocellular Carcinoma.",true
"The health related quality of life outcomes of English and Spanish speaking persons living with HIV/AIDS from the continental United States and Puerto Rico.",true
"Polymer-caged lipsomes: a pH-responsive delivery system with high stability.",false
"Classical swine fever virus induces oxidative stress in swine umbilical vein endothelial cells.",true
"Rotationally Commensurate Growth of MoS on Epitaxial Graphene.",true
"Validation of the functional assessment of cancer therapy--lung symptom index-12 (FLSI-12).",false
"Sharp melting in DNA-linked nanostructure systems: thermodynamic models of DNA-linked polymers.",false
"Plasmon-Mediated Electron Transport in Tip-Enhanced Raman Spectroscopic Junctions.",true
"Evaluating measurement equivalence using the item response theory log-likelihood ratio (IRTLR) method to assess differential item functioning (DIF): applications (with illustrations) to measures of physical functioning ability and general distress.",true
"Neurotoxicity from oxaliplatin combined with weekly bolus fluorouracil and leucovorin as surgical adjuvant chemotherapy for stage II and III colon cancer: NSABP C-07.",true
"Src family kinase phosphorylation of the motor domain of the human kinesin-5, Eg5.",true
"Molecular Analysis of Mucinous Nonneoplastic Cyst of the Pancreas.",true
"Item response theory analyses of physical functioning items in the medical outcomes study.",true
"Associations of structural and functional social support with diabetes prevalence in U.S. Hispanics/Latinos: Results from the HCHS/SOL Sociocultural Ancillary Study.",true
"The Patient-Reported Outcomes Measurement Information System (PROMIS): progress of an NIH Roadmap cooperative group during its first two years.",true
"Psychometric evaluation and calibration of health-related quality of life item banks: plans for the Patient-Reported Outcomes Measurement Information System (PROMIS).",true
"Dysphagia after head trauma: the effect of cognitive-communicative impairments on functional outcomes.",false
"Glycemic control among U.S. Hispanics/Latinos with diabetes from the HCHS/SOL Sociocultural Ancillary Study: Do structural and functional social support play a role?",true
"Late effects of cancer and hematopoietic stem-cell transplantation on spouses or partners compared with survivors and survivor-matched controls.",true
"Orally fed patients are at high risk of calorie and protein deficit in the ICU.",true
"Linking Fatigue Measures on a Common Reporting Metric.",true
"Graphene-silica composite thin films as transparent conductors.",true
"Effect of postremission chemotherapy before human leukocyte antigen-identical sibling transplantation for acute myelogenous leukemia in first complete remission.",false
"The future of outcomes measurement: item banking, tailored short-forms, and computerized adaptive assessment.",true
"Longitudinal evaluation of the oral mucositis weekly questionnaire-head and neck cancer, a patient-reported outcomes questionnaire.",true
"microRNA-103/107 Family Regulates Multiple Epithelial Stem Cell Characteristics.",true
"Quality of life in long-term survivors of ovarian germ cell tumors: a Gynecologic Oncology Group study.",true
"Oxazolinyl derivatives of [17(20)E]-21-norpregnene differing in the structure of A and B rings. Facile synthesis and inhibition of CYP17A1 catalytic activity.",true
"Recovery of functional status after right hemisphere stroke: relationship with unilateral neglect.",false
"Making ""sense"" of DNA.",true
"A gradient of glucocorticoid sensitivity among helper T cell cytokines.",true
"IRT health outcomes data analysis project: an overview and summary.",true
"Assessment is not enough: a randomized controlled trial of the effects of HRQL assessment on quality of life and satisfaction in oncology clinical practice.",true
"Reduction of cyclophosphamide dose for patients with subset 2 low-risk rhabdomyosarcoma is associated with an increased risk of recurrence: A report from the Soft Tissue Sarcoma Committee of the Children's Oncology Group.",true
"Co-aggregation of FcgammaRII with FcepsilonRI on human mast cells inhibits antigen-induced secretion and involves SHIP-Grb2-Dok complexes.",false
"Psychometric comparison of the standard EQ-5D to a 5 level version in cancer patients.",true
"Sharp melting of polymer-DNA hybrids: an associative phase separation approach.",true
"Serologic response and clinical efficacy of influenza vaccination in children and young adults on chemotherapy for cancer.",true
"Communicating about chemotherapy-induced anemia.",true
"Health-related quality of life during and after intraperitoneal versus intravenous chemotherapy for optimally debulked ovarian cancer: a Gynecologic Oncology Group Study.",true
"Resolvins suppress tumor growth and enhance cancer therapy.",true
"Cost-effectiveness analysis of anastrozole versus tamoxifen as primary adjuvant therapy for postmenopausal women with early breast cancer: a US healthcare system perspective. The 5-year completed treatment analysis of the ATAC ('Arimidex', Tamoxifen Alone or in Combination) trial.",true
"The biomarker landscape in mycosis fungoides and sezary syndrome.",true
"The SF-36 physical and mental health factors were confirmed in cancer and HIV/AIDS patients.",true
"Quality of life considerations in gynecologic cancer. FIGO 6th Annual Report on the Results of Treatment in Gynecological Cancer.",true
"Top Information Need Priorities of Older Adults Newly Diagnosed With Active Myeloma.",true
"Rapid detection of differential item functioning in assessments of health-related quality of life: The Functional Assessment of Cancer Therapy.",true
"Beyond cancer genes: colorectal cancer as robust intrinsic states formed by molecular interactions.",true
"Extracting Intercellular Signaling Network of Cancer Tissues using Ligand-Receptor Expression Patterns from Whole-tumor and Single-cell Transcriptomes.",true
"The impact of literacy on health-related quality of life measurement and outcomes in cancer outpatients.",true
"Measuring fatigue in Parkinson's disease: a psychometric study of two brief generic fatigue questionnaires.",true
"Item banks and their potential applications to health status assessment in diverse populations.",true
"Future trends in patient-reported outcomes assessment for patients with advanced-stage lung cancer receiving targeted therapy.",true
"Responsiveness and minimal important differences for patient reported outcomes.",true
"Seamless Metallic Coating and Surface Adhesion of Self-Assembled Bio-Inspired Nanostructures Based on Di-(3,4-dihydroxy-L-phenylalanine) Peptide Motif.",true
"A brief symptom index for advanced renal cell carcinoma.",true
"Cardiac reprogramming: from mouse toward man.",false
"Present status and future orientation of rivaroxaban application in patients with nonvulvular atrial fibrillation.",true
"Factor analysis techniques for assessing sufficient unidimensionality of cancer related fatigue.",true
"Developing a health-related quality of life instrument for childhood brain tumor survivors.",true
"Using Q-methodology to understand perceived fatigue reported by adolescents with cancer.",true
"Quality of life of postmenopausal women in the ATAC (""Arimidex"", tamoxifen, alone or in combination) trial after completion of 5 years' adjuvant treatment for early breast cancer.",true
"Processes on the emergent landscapes of biochemical reaction networks and heterogeneous cell population dynamics: differentiation in living matters.",true
"Measuring the concerns of cancer patients with low platelet counts: the Functional Assessment of Cancer Therapy--thrombocytopenia (FACT-Th) questionnaire.",true
"Ethanol Production from Various Sugars and Cellulosic Biomass by White Rot Fungus Lenzites betulinus.",true
"Quality of life and clinical decisions in chemotherapy-induced anemia.",true
"Cell population structure prior to bifurcation predicts efficiency of directed differentiation in human induced pluripotent cells.",true
"Evaluating linguistic equivalence of patient-reported outcomes in a cancer clinical trial.",true
"Daily Physical Activity and Alcohol Use Across the Adult Lifespan.",true
"Cell Fate Decision as High-Dimensional Critical State Transition.",true
"Psychometric evaluation of the Osteoporosis Patient Treatment Satisfaction Questionnaire (OPSAT-Q), a novel measure to assess satisfaction with bisphosphonate treatment in postmenopausal women.",true
"The clinical significance of quality of life assessments in oncology: a summary for clinicians.",true
"Individual, facility, and program factors affecting retention in a national weight management program.",true
"Developing a self-report outcome measure for complementary and alternative medicine.",true
"Selective estrogen receptor modulators and prevention of invasive breast cancer.",true
"Generating and Stabilizing Co(I) in a Nanocage Environment.",true
"The FDA and the person with cancer: give PROs a chance.",true
"NI(ii) phosphine and phosphide complexes supported by a PNP-pyrrole pincer ligand.",true
"Hybrid Gate Dielectric Materials for Unconventional Electronic Circuitry.",true
"Development and validation of the Functional Assessment of Cancer Therapy-Kidney Symptom Index (FKSI).",true
"Supramolecular porphyrinic prisms: coordinative assembly and solution phase X-ray structural characterization.",true
"Should symptoms be scaled for intensity, frequency, or both?",true
"Development of Novel Chemical Probes to Address CNS Protein Kinase Involvement in Synaptic Dysfunction.",true
"Giving meaning to measure: linking self-reported fatigue and function to performance of everyday activities.",true
"HeyL promotes neuronal differentiation of neural progenitor cells.",false
"Control of carboxylic acid and ester groups on chromium (VI) binding to functionalized silica/water interfaces studied by second harmonic generation.",true
"Eliciting social preference weights for functional assessment of cancer therapy-lung health states.",true
"Quality of life after iodine 125 brachytherapy vs enucleation for choroidal melanoma: 5-year results from the Collaborative Ocular Melanoma Study: COMS QOLS Report No. 3.",true
"The role of maintenance therapy and novel taxanes in ovarian cancer.",true
"A Downward Trend of the Ratio of Influenza RNA Copy Number to Infectious Viral Titer in Hospitalized Influenza A-Infected Patients.",true
"Role of quality of life in men with metastatic hormone-refractory prostate cancer: how does atrasentan influence quality of life?",true
"Etanercept and clinical outcomes, fatigue, and depression in psoriasis: double-blind placebo-controlled randomised phase III trial.",true
"Synthetic high-density lipoprotein-like nanoparticles potently inhibit cell signaling and production of inflammatory mediators induced by lipopolysaccharide binding Toll-like receptor 4.",true
"Supramolecular Nanofibers of Peptide Amphiphiles for Medicine.",true
"Expansion of a physical function item bank and development of an abbreviated form for clinical research.",true
"Quality of life (QOL) outcomes from a randomized trial of cisplatin versus cisplatin plus paclitaxel in advanced cervical cancer: a Gynecologic Oncology Group study.",true
"Cell death versus cell survival instructed by supramolecular cohesion of nanostructures.",true
"Development of the Childhood Atopic Dermatitis Impact Scale: initial validation of a quality-of-life measure for young children with atopic dermatitis and their families.",true
"Metaanalysis of the correlation between radiographic tumor response and patient-reported outcomes.",true
"Comparative X-ray standing wave analysis of metal-phosphonate multilayer films of dodecane and porphyrin molecular square.",true
"Classification and proposed nomenclature for inherited defects of thyroid hormone action, cell transport, and metabolism.",true
"Cancer- and treatment-related anemia.",true
"Clinical significance of patient-reported questionnaire data: another step toward consensus.",true
"An item response theory-based pain item bank can enhance measurement precision.",true
"Measurement and management of health-related quality of life in lung cancer.",true
"Quality-of-life comparisons in a randomized trial of interval secondary cytoreduction in advanced ovarian carcinoma: a Gynecologic Oncology Group study.",true
"A Real-Time PCR Method to Detect the Population Level of Halovirus SNJ1.",true
"Anorexia/cachexia-related quality of life for children with cancer.",true
"The price of pruritus: sleep disturbance and cosleeping in atopic dermatitis.",true
"High-Density Nucleosome Occupancy Map of Human Chromosome 9p21-22 Reveals Chromatin Organization of the Type I Interferon Gene Cluster.",true
"Quality of life in ovarian cancer.",true
"Procedure Delays and Time of Day are Not Associated With Reductions in Quality of Screening Colonoscopies.",true
"Quality of life outcomes from a randomized phase III trial of cisplatin with or without topotecan in advanced carcinoma of the cervix: a Gynecologic Oncology Group Study.",true
"Validation of the Functional Assessment of Chronic Illness Therapy Fatigue Scale relative to other instrumentation in patients with rheumatoid arthritis.",true
"Identification of a Sustained Neurogenic Zone at the Dorsal Surface of the Adult Mouse Hippocampus and its Regulation by the Chemokine SDF-1.",true
"The functional assessment of cancer-vulvar: reliability and validity.",true
"DNA single strands tethered to fused quartz/water interfaces studied by second harmonic generation.",true
"Cross-cultural evaluation of health status using item response theory: FACT-B comparisons between Austrian and U.S. patients with breast cancer.",true
"A comprehensive method for the translation and cross-cultural validation of health status questionnaires.",true
"p53 protein overexpression in infiltrating ductal carcinoma of female breast and its association with lymph node metastasis.",true
"General population and cancer patient norms for the Functional Assessment of Cancer Therapy-General (FACT-G).",true
"Data pooling and analysis to build a preliminary item bank: an example using bowel function in prostate cancer.",true
"Defining higher order dimensions of self-reported health: further evidence for a two-dimensional structure.",true
"Quality of life in lung cancer: the validity and cross-cultural applicability of the Functional Assessment Of Cancer Therapy-Lung scale.",true
"Rapid dramatic alterations to the tumor microstructure in pancreatic cancer following irreversible electroporation ablation.",true
"Validation of the Functional Assessment of Cancer Therapy-Breast Symptom Index (FBSI).",true
"Tyrosinemia type II: nine cases of ocular signs and symptoms.",false
"Using multiple anchor- and distribution-based estimates to evaluate clinically meaningful change on the Functional Assessment of Cancer Therapy-Biologic Response Modifiers (FACT-BRM) instrument.",true
"Measuring quality of life in patients with melanoma: development of the FACT-melanoma subscale.",true
"Antiviral RNA recognition and assembly by RLR family innate immune sensors.",true
"Quality of life outcomes: measurement and intervention.",true
"Defining and measuring reproductive concerns of female cancer survivors.",true
"Are inflammatory cytokines the common link between cancer-associated cachexia and depression?",true
"Clinically meaningful improvement in symptoms and quality of life for patients with non-small-cell lung cancer receiving gefitinib in a randomized controlled trial.",true
"Caspase-3 Gene Activity in Radiation-induced Apoptosis.",false
"An item bank was created to improve the measurement of cancer-related fatigue.",true
"Long-term health-related quality of life, growth, and spiritual well-being after hematopoietic stem-cell transplantation.",true
"Endoscopic resection is cost-effective compared with laparoscopic resection in the management of complex colon polyps: an economic analysis.",true
"Quality of life considerations in patients with advanced lung cancer.",true
"Predictors of cognitive appraisals following genetic testing for BRCA1 and BRCA2 mutations.",true
"Mutation in LEMD3 (Man1) Associated with Osteopoikilosis and Late-Onset Generalized Morphea: A New Buschke-Ollendorf Syndrome Variant.",true
"Transpapillary drainage has no added benefit on treatment outcomes in patients undergoing EUS-guided transmural drainage of pancreatic pseudocysts: a large multicenter study.",true
"Quality of life of postmenopausal women in the Arimidex, Tamoxifen, Alone or in Combination (ATAC) Adjuvant Breast Cancer Trial.",true
"Recent Insights into HIV Accessory Proteins.",true
"Isolation of the Lateral Border Recycling Compartment using a diaminobenzidine-induced density shift.",true
"A combination of distribution- and anchor-based approaches determined minimally important differences (MIDs) for four endpoints in a breast cancer scale.",true
"Epithelial adhesion molecules and the regulation of intestinal homeostasis during neutrophil transepithelial migration.",true
"Phase III study of cisplatin with or without paclitaxel in stage IVB, recurrent, or persistent squamous cell carcinoma of the cervix: a gynecologic oncology group study.",true
"The Functional Assessment of Cancer Therapy-Lung and Lung Cancer Subscale assess quality of life and meaningful symptom improvement in lung cancer.",true
"Physicians' attitudes about quality-of-life issues in hematopoietic stem cell transplantation.",true
"High-density doxorubicin-conjugated polymeric nanoparticles via ring-opening metathesis polymerization.",true
"Phase III trial of doxorubicin plus cisplatin with or without paclitaxel plus filgrastim in advanced endometrial carcinoma: a Gynecologic Oncology Group Study.",true
"Buccal spectral markers for lung cancer risk stratification.",true
"Normative data for functional assessment of cancer therapy--general scale and its use for the interpretation of quality of life scores in cancer survivors.",true
"The effects of continuing medical education credits on physician response rates to a mailed questionnaire.",true
"Focal Contact and Hemidesmosomal Proteins in Keratinocyte Migration and Wound Repair.",true
"The talking touchscreen: a new approach to outcomes assessment in low literacy.",true
"Dissecting the functional anatomy of auditory word repetition.",true
"The Functional Assessment of Chronic Illness Therapy (FACIT) Measurement System: properties, applications, and interpretation.",true
"Anthracene-induced turnover enhancement in the manganese porphyrin-catalyzed epoxidation of olefins.",true
"Deep vein thrombosis: validation of a patient-reported leg symptom index.",true
"Brief assessment of priority symptoms in hormone refractory prostate cancer: the FACT Advanced Prostate Symptom Index (FAPSI).",true
"Limited access trial using amifostine for protection against cisplatin- and three-hour paclitaxel-induced neurotoxicity: a phase II study of the Gynecologic Oncology Group.",true
"Efficacy of gefitinib, an inhibitor of the epidermal growth factor receptor tyrosine kinase, in symptomatic patients with non-small cell lung cancer: a randomized trial.",true
"Quality of life III: translating the science of quality-of-life assessment into clinical practice-an example-driven approach for practicing clinicians and clinical researchers.",true
"Expression Profile of Human Fc Receptors in Mucosal Tissue: Implications for Antibody-Dependent Cellular Effector Functions Targeting HIV-1 Transmission.",true
"Measuring self-reported sexual function in men with prostate cancer.",true
